"콘텐츠ID","콘텐츠명","구군","위도","경도","장소","제목","부제목","주소","주소 기타 ","연락처","홈페이지","운영 및 시간","대표메뉴","이미지URL","썸네일이미지URL","상세내용"
"883","카페일광","기장군","35.263504","129.23412","카페일광","카페일광","-","부산 기장군 일광면 삼성3길 19","-","051-722-1030","-","am 10:00 ~ pm 22:00","일광라떼, 베트남커피","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818142130124_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818142130124_thumbL","일광해수욕장 해안에 위치한 소박한 느낌의 루프탑카페 비치감성 가득한 이 곳만의 시그니처 커피들이 무척 특색 있으며, 준비되어 있으며, 디저트메뉴와 맥주도 즐길 수 있다. 드라마를 촬영했던 곳으로도 유명하다."
"884","탐복","기장군","35.282787","129.25757","탐복","탐복","-","부산 기장군 일광면 문오성길 31","-","051-727-4213","-","am 11:30 ~ pm 20:00","탐복죽, 탐복밥","https://www.visitbusan.net/uploadImgs/files/cntnts/20200820091520302_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200820091520302_thumbL","가정집을 개조하여 만든 전복전문식당으로, 세심하게 플레이팅된 고급스러운 느낌의 전복 요리가 특징이다. 식사시간에는 긴 웨이팅 시간을 감수해야 하지만, 꼭 먹어볼 가치가 있다. 전복죽과 전복밥이 대표메뉴"
"885","해녀할매집","기장군","35.218884","129.22684","해녀할매집","-","해녀할매집","부산 기장군 기장읍 연화2길 30-1","-","051-722-5300","-","am 09:00 ~ pm 20:00","전복죽, 전복철판구이","https://www.visitbusan.net/uploadImgs/files/cntnts/20201123103426633_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20201123103426633_thumbL","해산물식당들이 모여 있는 기장 연화리해녀촌에서도 손꼽히는 해산물식당인 이 곳은 꾸준 하게 많은 사람들이 찾고 있는 곳으로 웨이팅은 기본이다. 전복죽과 전복철판구이가 이 곳의 인기메뉴."
"886","곤국","남구","35.1477","129.06758","곤국","곤국","-","부산 남구 황령대로74번길 51-1","-","010-2608-6586","-","am 11:30 ~ pm 20:00","한우 곰탕, 한우스지수육","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819150211450_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819150211450_thumbL","곰탕전문식당인 이 곳은 오래 끓여 부드러운 고기와 맛이 진한 국물이 특징으로, 밥을 말아서 나오지 않고, 갓 지은 솥밥이 따로 제공된다."
"887","다이닝센 부산본점","남구","35.124435","129.11235","다이닝센 부산본점","다이닝센 부산본점","-","부산 남구 용호로 88","-","051-621-8833","-","am 11:30 ~ pm 21:00","쇠고기 찹스테이크 샐러드, 닭다리살 스테이크 샐러드","https://www.visitbusan.net/uploadImgs/files/cntnts/20200820090928003_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200820090928003_thumbL","패밀리레스토랑 다이닝센은 직접 만드는 소스들을 사용하고, 비교적 저렴한 가격에 비해 높은 수준의 음식들이 제공된다. 행사를 위한 시설과 공간도 잘 준비되어 있다."
"888","스시로","남구","35.133785","129.11281","스시로","스시로","-","부산 남구 분포로 145","용호 더블유스퀘어 B동 1층","051-622-7715","-","am 11:30 ~ pm 22:00","기본스시(1접시), 프리미엄스시(1접시)","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818150012866_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818150012866_thumbL","세계최대의 회전초밥체인 스시로의 분점으로, 레일 위의 초밥과는 별개로 초밥주문이 가능 하다. 초밥 안에 와사비가 들어 있지 않고 따로 제공되어, 어린이도 편하게 먹을 수 있는 것이 특징이다."
"889","이가한우한돈","남구","35.130768","129.11804","이가한우한돈","이가한우한돈","-","부산 남구 분포로 66-17","-","051-622-9100","-","am 11:00 ~ pm 22:00","숯불양념구이, 갈비살","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818151207353_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818151207353_thumbL","맛, 서비스, 청결 모두가 높은 수준의 숯불구이전문식당으로, 광안대교와 해운대 마린시티가 함께 보이는 무척 멋진 바다전망을 자랑한다. 일본어로도 예약이 가능하다."
"890","오륙도 가원","남구","35.106773","129.11171","오륙도 가원","오륙도 가원","-","부산 남구 백운포로 14","-","051-635-0707","-","am 11:30 ~ pm 22:00","등심, 갈빗살","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818151745396_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818151745396_thumbL","건축상을 받은 아름다운 외관과 잘 가꾸어진 넓은 잔디정원이 인상적이다. 이 곳은 유명한 한우숯불구이 전문식당으로, 제공되는 음식과 서비스 등 모든 것이 무척 고급스럽다."
"891","카페그리다","남구","35.130432","129.10039","카페그리다","카페그리다","-","부산 남구 유엔로 219-4","-","051-625-8510","-","am 10:00 ~ pm 23:00","스콘, 레몬애플티","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818152403186_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818152403186_thumbL","분위기 좋은 플라워 카페로 수제 스콘이 맛있기로 유명하다. 정원과 그림이 있는 편안한 분위기의 카페로, 조용한 분위기에서 휴식을 가지고 싶다면 이 곳을 추천한다."
"892","한우랑","남구","35.130306","129.0949","한우랑","한우랑","-","부산 남구 유엔로 171","-","051-621-0334","-","am 11:00 ~ pm 22:00","한우 특수부위, 한우 꽃등심","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818152932317_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818152932317_thumbL","한우 숯불구이 전문점으로 모든 메뉴는 국내에서 생산된 질 좋은 재료만 사용해 만들어진다. 한우는 특히 굽는 솜씨에 따라 맛의 차이가 크게 나는데, 이 곳은 숙련된 점원이 고기를 구워준다."
"893","해남김치식당","남구","35.134193","129.11122","해남김치식당","해남김치식당","-","부산 남구 분포로 145","용호동 더블유스퀘어","051-628-2015","-","am 11:00 ~ pm 22:00","묵은지수육한판, 옛날김치찌개","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818153601185_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818153601185_thumbL","김치요리전문식당인 이 곳은 배추산지로 유명한 해남의 배추를 사용 하여, 오랜 시간 숙성시킨 묵은지를 사용하는 것이 특징이며, 다양한 김치요리를 먹을 수 있다. 해남묵은지에 대한 높은 자부심을 가지고 있다."
"894","고관해물탕","중구","35.126427","129.04521","고관해물탕","고관해물탕","-","부산 동구 중앙대로349번길 38","-","051-463-7585","-","am 11:00 ~ pm 22:30","해물탕, 대하구이","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818154553221_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818154553221_thumbL","2대에 걸쳐 30년째 운영하고 있는 유명한 해물탕전문점으로, 매일 새벽 주인이 직접 자갈치 시장에서 구매해 오는 26가지 신선한 재료로 해물탕을 만든다. 이 곳의 주방장은 26년째 꾸준히 주방을 책임지고 있다."
"895","개미집본점","중구","35.10056","129.03","개미집본점","개미집본점","-","부산 중구 중구로30번길 22","-","051-246-3186","-","am 09:30 ~ pm 21:30","낙지볶음, 수중전골","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819164844192_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819164844192_thumbL","부산의 향토음식인 낙지볶음전문점 중에서도 가장 유명한 식당인 개미집은 1972년부터 40 년이 넘게 영업해온 곳이다. 낙지볶음, 낙지새우볶음, 낙지곱창볶음, 수중전골, 불고기낙지 전골 등의 메뉴가 모두 인기 있다."
"896","달과 6펜스","동구","35.116924","129.04211","달과 6펜스","달과 6펜스","-","부산 동구 중앙대로226번길 7-2","-","051-441-0284","-","am 09:30 ~ pm 20:30","돈까쓰, 생선까스","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818155508884_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818155508884_thumbL","35년간 운영해온 유명한 돈까스 전문식당 포크벨리 브랜드의 돼지고기와 임실치즈 등 질좋은 재료와 3시간을 끓여 만든 특제소스를 사용하여 만드는 돈까스의 맛은 오랜 시간이 지나도 변하지 않는 맛을 가지고 있다."
"897","루반도르 본점","동구","35.12906","129.04869","루반도르 본점","루반도르 본점","-","부산 동구 중앙대로 375-1","-","051-467-6666","-","am 09:30 ~ pm 20:30","새우 감자 바게뜨, 뽀빠이","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818160010619_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818160010619_thumbL","전체적으로 수준이 높은 빵을 만들고 있는 이 곳은, 오너 파티쉐가 개발한 새우감자바게뜨가 특히 인기 있다. 황금색 리본을 사용한 포장으로, 선물을 받는 기분을 느낄 수 있는 루반 도르는 매달 마지막날 쿠폰 행사를 한다."
"898","남포삼계탕","중구","35.09879","129.03058","남포삼계탕","남포삼계탕","-","부산 중구 남포길 16-1","-","051-245-5075","-","am 10:30 ~ pm 22:00","삼계탕, 전기구이","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819173447435_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819173447435_thumbL","광복로패션거리 근처에 있는 이 곳은 50년 이상 운영해 온 유명한 삼계탕 전문점으로, 대표 메뉴인 삼계탕은 뱃속에 찹쌀과 인삼, 밤, 대추를 채워 넣은 닭 한 마리를 육수에 넣고 뚝배 기에 끓는 채로 내어준다. 전기구이도 인기 있다."
"899","범일빈대떡","동구","35.13958","129.05623","범일빈대떡","범일빈대떡","-","부산 동구 중앙대로 519","-","051-646-0081","-","pm 15:00 ~ am 00:00","빈대떡, 파전","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818161051284_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818161051284_thumbL","‘백종원의 3대천왕’이라는 유명 요리버라이어티쇼에 출연했던 곳으로, 지금은 흔치않은 빈대떡전문점이다. 오래된 감성을 가지고 있는 이 곳의 대표메뉴 빈대떡은 100% 녹두를 사용해서 만들며, 담백하면서도 고소한 매력적인 맛이다."
"900","노티스","중구","35.102207","129.0374","노티스","노티스","-","부산 중구 대교로 135","-","070-4114-8232","-","am 10:00 ~ pm 23:00","BLT샌드위치, 생과일주스","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818161132627_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818161132627_thumbL","1950년에 지어진 쌀 창고를 현대적 감성으로 개조한 카페로, 건물의 올드함을 살린 인테리어가 인상적이다. 음료와 간단한 식사, 그리고 맥주와 와인도 준비되어 있는 이 곳은 100%착즙 주스인 생과일 주스와 샌드위치가 인기메뉴."
"901","도피오(한성1918)","중구","35.10182","129.03462","도피오(한성1918)","도피오(한성1918)","-","부산 중구 백산길 13","-","051-256-8184","-","am 10:00 ~ pm 19:00","케니AA, 에티오피아 예가체프","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818162051625_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818162051625_thumbL","용두산공원 아래에 위치한 이 곳은 근대건축문화 자산으로 지정된 101년 된 건물을 개조한 곳으로, 문화 예술이 함께하는 공간에서 운영하는 아트 카페다. 케냐AA, 예가체프, 콜롬비아를 주원료로 하는 드립커피가 대표메뉴."
"902","스완양분식","동구","35.11807","129.04237","스완양분식","스완양분식","-","부산 동구 중앙대로236번길 7-5","-","051-634-2846","-","am 11:30 ~ pm 21:00","돈까스, 오므라이스","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818162350301_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818162350301_thumbL","샐러드에 쓰는 마요네즈까지 모든 소스를 직접 만들고, 아침마다 전용 망치로 등심을 두드려 편다. 까다로운 조리방식을 고집스럽게 고수하며 만든 돈까스는 아주 오래전 돈까스가 특별한 음식이었던그 때의 맛을 기억나게 한다."
"903","비엔씨","중구","35.098366","129.03195","비엔씨","비엔씨","-","부산 중구 구덕로 34번길 3-1","-","051-245-2361","-","am 08:30 ~ pm 22:30","사라다빵, 파이만주","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818165908772_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818165908772_thumbL","관광객들 사이에서는 부산 3대 빵집 중 한 곳으로 불리는 유명한 제과점으로, 1980~1990 년대 부산 최대번화가였던 이 곳의 대표적인 약속장소 이기도 했다. 오랜 시간 변하지 않는 맛을 지키고 있는 사라다빵과 파이만주가 특히 인기 있다."
"904","금강만두","동래구","35.196102","129.06027","금강만두","금강만두","-","부산 동래구 사직북로5번길 11","-","051-502-8784","-","am 10:30 ~ pm 22:00","충무세트(충무김밥+만두국), 육개장","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818170548384_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818170548384_thumbL","찾기 힘든 골목에 위치해 미식가들만 찾아가는 숨은 가게였던 이 가게는 현재 사람들의 왕래가 많은 자리의 큰 점포로 옮겨 운영하고 있다. 만두가 맛있기도 하지만, 사실 이 곳은 매우면서도 깔끔한 맛의 육개장이 더욱 유명한 특이한 식당이다."
"905","백구당","중구","35.10483","129.03577","백구당","백구당","-","부산 중구 중앙대로 81번길 3","-","051-465-0109","-","am 08:00 ~ pm 22:30","크로이즌, 파이만주","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818171008821_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818171008821_thumbL","1959년에 개업해 60년간 3대에 걸쳐 이어오고 있는 이 제과점은 부산에서 가장 오래된 제과점이며, 이름 있는 수많은 파티쉐들이 거쳐 간 곳이기도 하다. 부산 3대 빵집이라 불리 기도 하는 이 곳은 2대 주인이 개발한 크로이즌이 대표메뉴."
"906","고가옥","동래구","35.19736","129.06184","고가옥","고가옥","-","부산 동래구 아시아드대로161번길 70","-","051-505-3222","-","am 11:00 ~ pm 20:00","정식, 곤드레정식","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819153254696_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819153254696_thumbL","가족들이 함께 운영하고 있는 한식당으로, 주방에서 어머니가 직접 음식을 만들고, 강원도 에서 직접 공수해온 재료들을 써서 건강한 음식을 만드는 것으로 유명한 식당이다. 곤드레 정식이 대표메뉴로, 제철재료들로 만든 반찬이 함께 제공된다."
"907","이승학돈까쓰","중구","35.09944","129.0307","이승학돈까쓰","이승학돈까쓰","-","부산 중구 광복로 49번길 2","-","051-246-4200","-","am 11:00 ~ pm 21:00","돈까쓰, 매운돈까스","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818171626450_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818171626450_thumbL","20여년 운영해온 남포동의 유명 돈까스전문점으로 자체 개발한 특제 데미그라스 소스가 맛의 비결인 이 곳은, 오래 전 방식으로 식전 스프가 먼저 제공되고 주문한 음식이 따라나 온다. 특제 소스에 매운 맛이 가미된 매운 돈까스도 인기 있다."
"908","청기와 개미집","중구","35.10157","129.03438","청기와 개미집","청기와 개미집","-","부산 중구 백산길 16","-","051-246-0228","-","am 09:30 ~ pm 22:30","낙곱새 볶음, 돼지갈비","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818172323693_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818172323693_thumbL","용두산공원 아래의 식당가에 위치한 이 곳은 특이하게도 한우나 돼지고기의 숯불구이와 양념갈비, 그리고 낙지볶음 해물탕 등의 여러 가지 음식을 모두 전문적으로 요리하는 식당 이다. 특히, 양념갈비와 낙지곱창새우볶음이 인기 있다."
"909","홍익돈까스","중구","35.099613","129.03027","홍익돈까스","홍익돈까스","-","부산 중구 광복로 45-8 1층","-","051-247-4503","-","am 11:30 ~ pm 21:30","홍익왕돈까스, 해물볶음우동","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819165742887_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819165742887_thumbL","유명한 돈까스전문점인 홍익돈까스의 분점으로, 매장이 무척 청결하게 관리되고 있으며, 당일만 사용되는 신선한 재료만 사용하는 이 곳은 돈까스와 해물볶음우동이 대표메뉴이다. 푸짐한 양으로도 유명하다."
"910","미미참족발","동래구","35.199074","129.11194","미미참족발","미미참족발","-","부산 동래구 안락로 137","-","051-531-1235","-","am 11:30 ~ pm 21:30","족발, 냉채족발","https://www.visitbusan.net/uploadImgs/files/cntnts/20200820090748035_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200820090748035_thumbL","십 년째 한 자리에서 부부가 같이 가게를 운영하고 있는 족발요리전문점으로, 족발조리법에 대한 특허를 가지고 있는 식당. 족발 삶을 때 들어가는 재료들은 주인이 직접 산에서 채취하고 동의대 학에 중금속 검사를 거쳐 사용하고 있다. 식어도 굳지 않고 부드러운 족발로 유명하다."
"911","고을산채","영도구","35.093414","129.0448","고을산채","고을산채","-","부산 영도구 대교로 2번길 7","-","051-417-4477","-","am 11:30 ~ pm 21:30","산채정식, 소고기버섯전골","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818175032095_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818175032095_thumbL","2006년부터 운영해온 한식당으로, 모든 반찬들을 주인이 직접 만든다. 점심에는 제철반찬이 함께 제공되는 산채정식 비빔밥을 먹으러 오는 사람이 많으며, 저녁에는 소고기버섯전골과 곱창전골이 인기 있다. 저렴한 가격에 푸짐한 식사를 할 수 있는 곳"
"912","돌집","영도구","35.088924","129.03938","돌집","돌집","-","부산 영도구 남항로 26-7","-","051-412-6670","-","am 11:00 ~ pm 19:00","순두부정식, 제주 암돼지 오겹살","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818175615187_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818175615187_thumbL","20년간 운영해온 순두부전문점인 이 곳은 깔끔한 반찬들과 생선반찬이 함께 제공되며, 주인이 직접 만든 김치 장아 찌들을 맛볼 수 있다. 5가지의 순두부 메뉴가 있는데, 돌집순두부찌개가 오랫 동안 인기 있는 메뉴. 채식주의자들을 순두부찌개메뉴도 있다."
"913","소문난주문진막국수","동래구","35.195953","129.05959","소문난주문진막국수","소문난주문진막국수","-","부산 동래구 사직로 58번길 8","-","051-501-7856","-","am 11:00 ~ pm 22:00","막국수, 수육","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818175630468_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818175630468_thumbL","프로야구의 성지인 사직야구장 근처에 있는 아주 유명한 식당으로, 여름에는 정말 오래 기다려야 음식을 맛볼 수 있다. 부산의 대표적인 막국수전문점인 이 곳은 두툼하면서도 극단적으로 부드러운 돼지수육이 더욱 유명하다."
"914","본도시락 영도점","영도구","35.091194","129.03856","본도시락 영도점","본도시락 영도점","-","부산 영도구 남향로 9번길 34","-","051-417-4282","-","am 10:00 ~ pm 20:00","버섯불고기도시락, 대구식매운찜갈비 도시락","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819092829796_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819092829796_thumbL","유명 프렌차이즈의 분점으로, 집에서 만든 식사처럼 깔끔하게 만든 도시락을 판매하고 있다. 50가지의 메뉴들이 있고 주문 즉시 조리되어 친환경용기에 담아 배달하는 것이 특징 이며, 배즙을 넣어 부드러운 소스의 버섯소불고기도시락이 인기메뉴."
"915","비토닉","영도구","35.087105","129.07648","비토닉","비토닉","-","부산 영도구 동삼동 201-2","-","051-997-4484","-","am 11:00 ~ pm 23:00","비토닉클래식, 아메리카노","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819093501629_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819093501629_thumbL","들어서는 순간 민트색의 화사한 공간과 아름다운 바다풍경이 눈에 들어온다. 부둣가에 위치한 카페인 이 곳은 실내공간인 6층과 루프탑인 7층의 두개층으로 운영되고 있으며, 모카포트를 사용하여 추출한 커피에 부드러운 우유거품이 어우러진 비토닉클래식이 인기음료."
"916","고향맛","부산진구","35.15634","129.05879","고향맛","고향맛","-","부산 부산진구 중앙대로 711","-","051-803-1363","-","am 11:00 ~ pm 21:30","고향쌈정식, 고향영양돌솥밥","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819093751976_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819093751976_thumbL","20년 경력의 주인이 직접 요리하는 한식당인 이곳은 오래된 방식으로 요리하는 가정식 음식으로, 추억의 맛을 그리워 하는 손님들이 많이 찾는 곳이다. 2인 이상 주문이 가능한 이 곳은 고등어조림이 특히 인기 있다."
"917","석화정","영도구","35.077095","129.07231","석화정","석화정","-","부산 영도구 동심로 42번길 16-11","-","070-8913-9989","-","am 09:00 ~ pm 21:00","굴국밥, 생굴","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819094049234_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819094049234_thumbL","18년간 운영해 온 굴요리 전문점으로, 재철 생굴, 굴구이, 굴튀김, 굴파전, 굴김치 등 굴을 이용한 다양한 음식들을 즐길 수 있다. 특히, 대표메뉴인 굴국밥은 신선한 자연산 굴을 사용 하여, 깔끔하고 풍부한 맛으로 인기 있다."
"918","동해물회","부산진구","35.15796","129.06125","동해물회","동해물회","-","부산 부산진구 서전로 15","-","051-819-0500","-","am 09:00 ~ pm 21:00","물회잡어, 물회한치","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819094618420_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819094618420_thumbL","39년 간 한 메뉴로 꾸준히 영업해온 오래된 물회 전문점으로, 자연산 회와 신선한 야채 등, 좋은 재료로 음식을 만든다. 직접 담은 장과 매일 자갈치 시장에서 공수하는 재료가 맛의 비밀인 이 곳은 직접 담은 된장으로 끓인 꽃게된장찌개가 함께 제공된다."
"919","에세떼","영도구","35.092514","129.03467","에세떼","에세떼","-","부산 영도구 대평북로 29 1층","-","051-913-2008","-","pm 12:00 ~ pm 22:00","2단 디저트 음료셋트, 1인 디저트 셋트","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819094727609_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819094727609_thumbL","영도의 부둣가에 있는 깡깡이예술마을에 위치한 카페로, 오래된 공간과 물건들을 활용한 레트로한 인테리어가 인상적이다. 예쁘게 꾸며진 디저트가 진열되어 있는데, 모두 맛보고 싶은 마음을 진정시켜야 할 필요가 있다. 2단디저트음료셋트가 인기메뉴."
"920","에테르","영도구","35.077286","129.04646","에테르","에테르","-","부산 영도구 절영로 234","-","051-263-5055","-","am 09:00 ~ pm 23:00","동백, 목련, 모란","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819095453441_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819095453441_thumbL","흰여울 문화마을의 중심지에 위치한 4층으로 구성된 루프탑 카페로, 전 층에서 영도의 멋진 바다풍경을 감상 할 수 있는 곳이다. 프랑스산 재료를 사용한 크로아상과 자체개발한 3종의 시그니처음료들이 인기 있다."
"921","미가정","부산진구","35.178314","129.0523","미가정","미가정","-","부산 부산진구 성지로 93번길 16","-","051-803-9185","-","am 11:00 ~ pm 22:00","오리소금구이, 막국수","https://www.visitbusan.net/uploadImgs/files/cntnts/20200820090538587_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200820090538587_thumbL","가정집을 개조하여 만든 편안한 분위기의 식당으로, 대표음식인 생오리구이는 싱싱한 생오 리에 살짝 간을하여 버무린 후 채썰은 마늘과 땡초를 함께 구워서 먹는다. 직접 만든 육수와 면을 사용하는 막국수도 인기 있다."
"922","오채담","영도구","35.07159","129.05785","오채담","오채담","-","부산광역시 영도구 절영로 355","-","051-404-5012","-","pm 12:00 ~ pm 21:00","평일점심, 평일저녁","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819100237373_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819100237373_thumbL","유명한 외식장소인 목장원의 3층에 위치한 한식뷔페로, 음식 가짓수 보다는 제대로 만든 음식을 추구하는 식당이다. 아름다운 바다를 조망하면서 특급호텔 출신의 주방장이 직접 조리 하는 건강한 계절별 한식요리를 즐길 수 있는 곳."
"923","스콜","부산진구","35.15995","129.05627","스콜","스콜","-","부산 부산진구 서면문화로 32","-","051-715-7115","-","am 11:30 ~ am 01:00","스콜 건배 라거, 애플 콰트로 피자","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819100422822_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819100422822_thumbL","비어 소믈리에가 운영하는 게스트로 비어펍으로, 31가지의 다양하고 독특한 수제맥주와 함께 수준높은 음식을 함께할 수 있는 곳이다. 긴 시도 끝에 만들어진 스콜 건배 라거가 대표 맥주이며, 애플 콰트로 피자, 스파이시 투움바 파스타 등이 인기메뉴."
"924","태종아리랑","영도구","35.072357","129.0748","태종아리랑","태종아리랑","-","부산 영도구 와치로 328","-","051-404-9292","-","am 11:30 ~ pm 21:00","아리랑갈비, 한방갈비탕","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819100829200_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819100829200_thumbL","이 지역의 유명한 외식장소로 한우구이를 전문으로 하는 한식당인 이 곳은, 바다와 해양박 물관등이 보이는 멋진 풍경과 함께 식사를 즐길 수 있는 곳이다. 숙성된 소고기를 사용하여 부드러운 양념갈비와 갈비탕이 인기메뉴"
"925","아까돔보이자까야","부산진구","35.15535","129.05508","아까돔보이자까야","아까돔보이자까야","-","부산 부산진구 부전로 58-1","-","051-926-1259","-","pm 16:00 ~ am 04:00","사시미, 수제치킨가라아게","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819101347215_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819101347215_thumbL","본격적인 일본식선술집인 이 곳은 요리명장의 칭호를 가지고 있는 오너쉐프가 모든 요리를 직접 만든다. 유명인사들이 많이 찾아오기도 하는 곳으로, 계절별로 가장 맛있는 생선을 사용한 사시미가 특히 유명하다."
"926","디저트시네마","연제구","35.176273","129.09052","디저트시네마","디저트시네마","-","부산 연제구 쌍미천로 32-1","-","051-867-5757","-","pm 12:00 ~ pm 19:00","오리지널크로아상, 시네마우유","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819102205754_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819102205754_thumbL","빵이 맛있기로 소문난 디저트카페로 주말만 영업하기 때문에 가게가 오픈하는 12시 이전부터 대기하는 손님들이 길게 줄을 서는 곳이다. 크로아상이 특히 인기있으며, 조금 늦게 찾아 오면 모든 빵이 매진되어 버리는 대참사가 일어나기도 한다."
"927","양산도히츠마부시","부산진구","35.15395","129.06264","양산도히츠마부시","양산도히츠마부시","-","부산 부산진구 동천로 58","-","051-803-1092","-","am 11:30 ~ pm 21:00","히츠미부시, 부타동","https://www.visitbusan.net/uploadImgs/files/cntnts/20200820090450344_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200820090450344_thumbL","할머니에서 손자까지 이어진 60년 전통의 민물장어식당인 양산도에서 운영하는 곳으로, 나고야식 장어덮밥인 히츠마부시를 전문으로 하고 있다. 다양한 방법으로 먹을 수 있는 히츠마 부시를 먹기 위한 손님들로 항상 붐비고 있는 곳."
